1.612,0.222,237.73,6.8,0.0,0.0,17.0
0.32,0.088,240.84,1.4,0.0,0.0,0.0
0.51,0.052,242.59,2.2,0.0,0.0,0.0
1.348,0.064,242.28,5.6,0.0,0.0,18.0
0.446,0.208,245.76,2.0,0.0,0.0,0.0
0.208,0.102,242.15,0.8,0.0,0.0,0.0
1.298,0.072,246.95,5.2,0.0,1.0,1.0
0.32,0.092,242.24,1.4,0.0,2.0,1.0
1.678,0.114,241.49,7.0,0.0,0.0,18.0
1.134,0.226,238.9,4.8,0.0,1.0,12.0
0.418,0.094,238.21,2.0,0.0,0.0,1.0
0.232,0.0,245.88,0.8,0.0,0.0,1.0
2.972,0.08,241.83,12.2,0.0,0.0,18.0
0.278,0.222,237.28,1.4,0.0,0.0,0.0
2.94,0.238,238.61,12.4,0.0,22.0,18.0
1.306,0.066,240.16,5.4,0.0,0.0,19.0
2.916,0.308,238.88,12.2,0.0,2.0,29.0
0.294,0.056,240.97,1.2,0.0,0.0,0.0
0.186,0.154,242.01,1.0,0.0,0.0,0.0
0.316,0.098,243.54,1.4,0.0,0.0,0.0
0.232,0.12,240.39,1.0,0.0,0.0,1.0
1.608,0.234,238.44,6.8,1.0,1.0,18.0
0.216,0.112,243.54,1.0,0.0,0.0,0.0
0.76,0.384,239.04,3.6,0.0,0.0,1.0
2.722,0.056,240.37,11.2,0.0,0.0,17.0
0.842,0.354,241.84,3.8,0.0,1.0,0.0
1.564,0.124,237.39,6.6,0.0,0.0,0.0
0.296,0.046,242.88,1.2,0.0,0.0,1.0
0.172,0.074,235.12,0.8,0.0,1.0,0.0
1.964,0.06,235.52,8.4,0.0,0.0,17.0
1.532,0.068,238.36,6.4,0.0,0.0,18.0
2.17,0.308,239.81,9.0,0.0,2.0,17.0
0.296,0.224,241.16,1.4,0.0,1.0,0.0
0.49,0.0,241.68,2.0,0.0,0.0,0.0
2.372,0.204,235.46,10.0,0.0,7.0,18.0
0.372,0.114,246.1,1.6,0.0,0.0,1.0
0.178,0.158,242.74,0.8,0.0,0.0,1.0
0.426,0.26,244.76,2.0,0.0,2.0,1.0
0.284,0.098,243.1,1.2,0.0,0.0,1.0
4.898,1.012,233.78,21.6,0.0,33.0,28.0
1.476,0.074,242.78,6.0,1.0,0.0,19.0
1.946,0.096,238.61,8.2,0.0,2.0,0.0
0.284,0.0,243.67,1.2,0.0,0.0,0.0
0.38,0.148,241.32,1.6,0.0,1.0,0.0
0.424,0.0,238.99,1.8,0.0,3.0,0.0
1.866,0.278,243.35,7.6,0.0,0.0,18.0
0.318,0.064,236.9,1.4,0.0,2.0,0.0
0.46,0.074,242.65,2.0,0.0,1.0,0.0
1.26,0.0,239.58,5.2,0.0,0.0,19.0
0.32,0.236,242.65,1.6,0.0,1.0,1.0
0.904,0.106,241.9,3.8,0.0,0.0,1.0
0.306,0.12,240.08,1.4,0.0,0.0,0.0
0.304,0.124,244.14,1.4,0.0,0.0,0.0
5.382,0.178,229.35,23.4,0.0,69.0,0.0
0.956,0.264,243.02,4.0,0.0,0.0,11.0
0.274,0.104,240.37,1.2,0.0,0.0,0.0
1.338,0.0,243.78,5.4,0.0,0.0,19.0
0.394,0.358,243.12,2.2,0.0,2.0,0.0
3.538,0.142,239.15,14.8,0.0,0.0,19.0
0.35,0.11,240.97,1.4,0.0,0.0,1.0
1.398,0.066,241.6,5.8,0.0,0.0,19.0
1.344,0.088,238.87,5.6,0.0,0.0,18.0
1.352,0.08,241.42,5.6,0.0,0.0,18.0
1.446,0.098,242.39,6.0,0.0,0.0,18.0
0.236,0.046,247.88,1.0,0.0,0.0,0.0
3.216,0.322,239.97,13.4,0.0,0.0,19.0
0.312,0.096,240.58,1.4,0.0,1.0,1.0
1.658,0.106,240.52,6.8,0.0,4.0,18.0
0.316,0.094,245.76,1.2,0.0,0.0,0.0
2.85,0.152,240.28,12.6,25.0,1.0,1.0
0.156,0.122,240.21,0.8,0.0,0.0,0.0
0.266,0.118,243.35,1.2,0.0,1.0,1.0
0.354,0.122,243.11,1.4,0.0,0.0,1.0
0.12,0.0,245.02,0.6,0.0,0.0,0.0
2.418,0.094,237.81,10.0,0.0,0.0,17.0
1.652,0.0,244.7,6.6,0.0,0.0,19.0
0.176,0.06,235.79,0.8,0.0,0.0,0.0
0.544,0.0,241.48,2.2,0.0,0.0,1.0
0.35,0.116,244.6,1.4,0.0,0.0,1.0
4.27,0.09,240.27,17.8,0.0,37.0,17.0
0.252,0.252,240.11,1.4,0.0,0.0,0.0
0.438,0.068,241.41,1.8,0.0,0.0,1.0
1.094,0.218,243.37,4.6,0.0,0.0,1.0
1.464,0.198,241.3,6.0,0.0,0.0,18.0
0.352,0.0,242.33,1.4,0.0,0.0,1.0
0.234,0.104,242.62,1.0,0.0,0.0,1.0
0.254,0.124,242.26,1.2,0.0,0.0,1.0
1.454,0.08,239.42,6.0,0.0,0.0,17.0
1.42,0.0,243.8,5.8,0.0,0.0,19.0
0.226,0.0,245.71,1.0,0.0,0.0,0.0
0.252,0.0,240.84,1.2,0.0,0.0,1.0
0.186,0.0,241.62,1.0,0.0,0.0,1.0
1.468,0.206,242.75,6.0,0.0,1.0,18.0
2.99,0.0,237.27,12.6,0.0,0.0,18.0
1.384,0.06,240.89,5.6,0.0,0.0,18.0
0.352,0.168,246.04,1.6,0.0,0.0,1.0
1.224,0.322,241.11,6.4,0.0,12.0,1.0
0.258,0.118,240.67,1.2,0.0,0.0,1.0
0.274,0.0,249.0,1.0,0.0,0.0,0.0
0.4,0.0,245.42,1.8,0.0,0.0,0.0
0.414,0.23,245.14,1.8,0.0,1.0,0.0
3.658,0.176,236.78,15.4,37.0,0.0,17.0
0.4,0.0,241.72,1.6,1.0,0.0,0.0
5.136,0.192,233.43,22.0,37.0,0.0,17.0
0.482,0.368,250.42,2.4,0.0,1.0,0.0
0.22,0.13,242.14,1.0,0.0,0.0,0.0
2.11,0.362,235.66,9.0,0.0,1.0,0.0
2.974,0.198,239.07,12.4,0.0,0.0,18.0
1.46,0.224,243.04,6.0,0.0,0.0,19.0
1.398,0.112,240.69,5.8,0.0,0.0,18.0
1.398,0.072,242.25,5.6,0.0,0.0,19.0
2.978,0.068,235.19,12.6,0.0,0.0,17.0
0.35,0.208,240.58,1.6,0.0,0.0,1.0
0.28,0.124,243.49,1.4,0.0,0.0,1.0
0.35,0.08,242.95,1.4,0.0,0.0,1.0
1.56,0.05,241.33,6.6,0.0,19.0,3.0
0.174,0.0,240.17,0.8,0.0,0.0,1.0
0.33,0.0,243.9,1.4,0.0,0.0,0.0
1.734,0.158,241.67,7.2,0.0,0.0,18.0
0.244,0.122,242.84,1.0,0.0,0.0,0.0
0.224,0.0,243.58,0.8,0.0,0.0,1.0
0.344,0.132,248.09,1.4,0.0,0.0,1.0
0.238,0.11,243.65,1.0,0.0,0.0,1.0
0.422,0.09,244.12,1.8,0.0,0.0,0.0
0.414,0.204,242.0,1.8,0.0,1.0,0.0
2.82,0.068,238.97,11.8,0.0,0.0,0.0
2.1,0.106,242.19,8.6,1.0,0.0,19.0
4.07,0.086,239.03,17.0,0.0,0.0,18.0
3.818,0.068,243.75,15.6,0.0,0.0,19.0
5.382,0.346,229.84,23.8,0.0,53.0,0.0
0.36,0.112,242.44,1.6,0.0,0.0,1.0
1.478,0.208,240.28,6.2,0.0,0.0,19.0
0.218,0.074,243.44,1.0,0.0,1.0,1.0
2.086,0.068,241.47,8.6,0.0,0.0,17.0
0.388,0.362,241.99,2.2,0.0,1.0,1.0
1.3,0.098,238.54,5.4,0.0,0.0,18.0
1.27,0.062,240.52,5.2,0.0,0.0,18.0
1.726,0.196,240.23,7.2,0.0,2.0,19.0
1.394,0.228,242.18,5.8,0.0,1.0,19.0
2.036,0.048,238.59,8.4,0.0,1.0,18.0
0.41,0.222,240.02,1.8,0.0,2.0,0.0
3.762,0.12,229.58,16.4,0.0,0.0,16.0
2.184,0.24,241.1,9.0,0.0,0.0,18.0
0.482,0.092,246.09,2.0,0.0,0.0,0.0
2.67,0.19,238.62,11.8,0.0,28.0,0.0
0.19,0.0,238.89,1.0,0.0,0.0,0.0
1.398,0.0,239.38,5.8,1.0,0.0,17.0
2.328,0.118,239.58,9.6,0.0,0.0,17.0
1.614,0.324,244.56,6.6,0.0,1.0,19.0
1.306,0.054,234.74,5.4,0.0,0.0,17.0
1.852,0.0,243.08,7.6,0.0,0.0,18.0
0.316,0.0,241.97,1.4,0.0,0.0,0.0
1.3,0.13,241.48,5.4,0.0,2.0,0.0
0.22,0.074,238.36,1.0,0.0,0.0,1.0
0.264,0.06,243.47,1.2,0.0,0.0,0.0
0.414,0.144,242.03,2.0,0.0,0.0,1.0
0.32,0.12,247.41,1.4,0.0,0.0,0.0
1.006,0.08,241.48,4.2,0.0,0.0,0.0
1.006,0.118,242.39,4.2,0.0,1.0,1.0
0.406,0.0,242.23,2.0,0.0,0.0,0.0
0.462,0.106,241.22,2.0,0.0,0.0,0.0
1.32,0.054,235.26,5.6,0.0,0.0,0.0
0.452,0.25,249.57,2.0,0.0,1.0,1.0
3.612,0.096,239.97,15.0,0.0,0.0,18.0
0.35,0.106,248.69,1.4,0.0,0.0,1.0
0.308,0.104,242.74,1.2,0.0,0.0,0.0
0.346,0.102,241.76,1.4,0.0,0.0,0.0
1.448,0.266,241.04,6.0,0.0,0.0,18.0
0.738,0.076,241.61,3.0,0.0,0.0,0.0
0.806,0.462,243.03,3.8,1.0,2.0,1.0
3.144,0.082,239.32,13.0,0.0,0.0,18.0
0.216,0.138,242.94,1.0,0.0,0.0,0.0
0.35,0.102,239.68,1.4,0.0,0.0,0.0
0.798,0.206,242.26,3.4,0.0,1.0,1.0
0.858,0.224,241.28,3.6,0.0,0.0,11.0
0.232,0.0,246.55,0.8,0.0,0.0,1.0
1.858,0.22,243.18,7.6,1.0,1.0,18.0
1.71,0.266,240.71,7.2,0.0,6.0,18.0
0.518,0.418,242.5,2.6,0.0,0.0,0.0
0.258,0.0,243.71,1.0,0.0,0.0,1.0
0.31,0.236,242.03,1.6,0.0,2.0,0.0
0.302,0.12,243.73,1.4,0.0,0.0,0.0
0.316,0.138,243.91,1.4,0.0,0.0,0.0
0.408,0.258,243.25,2.0,0.0,1.0,1.0
0.308,0.196,238.27,1.4,0.0,2.0,0.0
0.416,0.288,241.82,2.2,0.0,0.0,1.0
0.304,0.0,240.06,1.2,0.0,0.0,0.0
0.248,0.0,243.32,1.0,0.0,0.0,1.0
0.326,0.258,240.97,1.6,0.0,2.0,0.0
0.216,0.0,245.39,0.8,0.0,0.0,0.0
0.222,0.116,242.16,1.0,0.0,0.0,0.0
3.474,0.12,234.01,14.8,36.0,0.0,17.0
1.926,0.098,241.39,8.6,0.0,0.0,1.0
1.418,0.194,235.67,6.0,1.0,2.0,18.0
1.746,0.058,240.72,7.2,0.0,1.0,18.0
0.328,0.118,241.48,1.4,0.0,0.0,0.0
0.286,0.0,241.66,1.4,0.0,0.0,0.0
1.056,0.072,241.5,4.4,0.0,0.0,1.0
0.102,0.0,237.28,0.4,0.0,0.0,0.0
2.862,0.198,239.71,12.0,0.0,2.0,17.0
1.51,0.158,243.51,6.2,0.0,0.0,19.0
0.34,0.082,243.49,1.4,0.0,0.0,1.0
0.406,0.0,248.75,1.6,0.0,0.0,0.0
0.372,0.19,244.94,1.6,0.0,1.0,0.0
2.004,0.0,241.73,8.2,0.0,0.0,18.0
1.636,0.32,237.72,7.0,0.0,0.0,17.0
0.188,0.104,234.57,0.8,0.0,1.0,0.0
0.302,0.216,241.32,1.6,0.0,1.0,1.0
0.32,0.114,243.13,1.4,0.0,0.0,0.0
0.328,0.108,245.48,1.4,0.0,1.0,0.0
1.304,0.058,241.62,5.4,0.0,0.0,18.0
0.31,0.104,246.18,1.2,0.0,2.0,0.0
2.316,0.074,242.76,9.4,0.0,0.0,19.0
2.154,0.0,240.87,8.8,0.0,0.0,18.0
0.462,0.132,245.96,1.8,0.0,0.0,1.0
0.952,0.366,244.02,4.2,1.0,1.0,0.0
1.554,0.29,240.16,6.6,0.0,2.0,18.0
0.346,0.09,239.56,1.4,0.0,0.0,0.0
0.408,0.128,238.3,1.8,0.0,0.0,0.0
0.27,0.24,238.89,1.4,0.0,1.0,0.0
0.508,0.376,239.52,2.6,0.0,0.0,1.0
0.46,0.22,243.24,2.0,0.0,1.0,0.0
0.37,0.08,238.84,1.6,0.0,0.0,1.0
1.474,0.112,244.62,6.0,0.0,0.0,19.0
0.396,0.074,245.31,1.6,0.0,1.0,0.0
2.432,0.11,239.4,10.0,0.0,0.0,0.0
0.402,0.07,241.83,1.6,0.0,0.0,0.0
0.786,0.434,244.27,3.8,0.0,4.0,0.0
1.412,0.058,237.97,5.8,0.0,0.0,18.0
1.26,0.0,238.36,5.2,0.0,0.0,17.0
1.428,0.068,244.99,5.8,0.0,0.0,19.0
0.27,0.0,241.79,1.0,0.0,0.0,1.0
1.096,0.524,243.31,5.0,0.0,2.0,11.0
2.972,0.08,238.05,12.4,1.0,0.0,17.0
0.318,0.198,240.11,1.6,0.0,1.0,1.0
0.3,0.06,248.3,1.2,0.0,0.0,0.0
2.074,0.266,239.65,8.6,0.0,1.0,29.0
0.234,0.126,238.37,1.0,0.0,0.0,0.0
0.378,0.072,241.59,1.6,0.0,0.0,1.0
0.54,0.064,241.12,3.0,0.0,0.0,0.0
0.394,0.1,241.17,1.8,0.0,0.0,1.0
0.448,0.0,242.82,2.0,0.0,0.0,0.0
0.416,0.232,242.84,2.0,0.0,2.0,1.0
0.232,0.248,241.97,1.4,0.0,1.0,1.0
1.464,0.0,235.6,6.2,0.0,0.0,17.0
0.386,0.102,240.36,1.6,0.0,0.0,0.0
0.448,0.11,239.64,2.0,0.0,0.0,1.0
0.27,0.238,241.04,1.4,0.0,2.0,0.0
0.342,0.252,237.17,1.8,0.0,2.0,1.0
1.61,0.06,238.87,6.8,0.0,2.0,18.0
1.308,0.08,240.09,5.4,0.0,0.0,18.0
0.32,0.134,245.32,1.4,0.0,0.0,0.0
1.58,0.082,242.47,6.4,1.0,0.0,18.0
1.602,0.216,238.14,6.8,0.0,1.0,18.0
1.346,0.0,240.34,5.6,0.0,0.0,1.0
1.336,0.0,241.51,5.4,0.0,0.0,18.0
0.252,0.194,233.24,1.4,0.0,1.0,0.0
0.208,0.128,240.35,1.0,0.0,0.0,0.0
0.414,0.232,241.58,1.8,0.0,0.0,1.0
0.392,0.048,242.65,1.8,0.0,0.0,0.0
0.95,0.052,237.17,4.0,0.0,1.0,1.0
1.114,0.0,234.57,4.6,0.0,0.0,17.0
1.09,0.314,243.91,4.6,1.0,5.0,0.0
1.306,0.19,238.2,5.4,0.0,1.0,18.0
1.598,0.0,237.11,6.6,0.0,0.0,18.0
2.252,0.434,243.57,9.4,0.0,4.0,26.0
0.728,0.102,245.19,3.0,0.0,0.0,1.0
1.48,0.054,240.36,6.2,0.0,0.0,1.0
0.234,0.0,247.88,0.8,0.0,0.0,0.0
2.13,0.184,240.61,8.8,0.0,1.0,18.0
1.654,0.342,238.52,7.0,0.0,2.0,18.0
0.568,0.08,240.43,2.4,0.0,1.0,1.0
0.348,0.128,246.74,1.6,0.0,0.0,0.0
1.058,0.428,238.16,4.8,0.0,1.0,12.0
0.186,0.122,241.95,0.8,0.0,1.0,0.0
0.294,0.08,241.83,1.2,0.0,0.0,1.0
2.5,0.11,236.15,10.6,0.0,0.0,18.0
1.368,0.14,240.12,5.6,0.0,0.0,18.0
1.028,0.054,243.2,4.2,0.0,0.0,0.0
1.442,0.0,241.88,6.0,0.0,1.0,18.0
0.504,0.372,247.94,2.4,0.0,2.0,1.0
1.472,0.192,242.17,6.0,0.0,2.0,18.0
0.328,0.076,240.23,1.4,0.0,0.0,1.0
1.53,0.096,238.68,6.4,0.0,0.0,18.0
0.554,0.2,239.72,2.4,0.0,0.0,1.0
1.72,0.184,239.66,7.2,0.0,0.0,18.0
1.684,0.338,238.45,7.2,0.0,4.0,18.0
4.666,0.16,237.67,19.6,0.0,36.0,17.0
2.034,0.068,236.64,8.6,0.0,0.0,17.0
0.642,0.074,242.01,2.6,0.0,0.0,0.0
1.694,0.122,243.48,7.0,0.0,0.0,18.0
1.25,0.08,239.26,5.2,0.0,1.0,17.0
1.886,0.23,244.92,7.6,0.0,1.0,19.0
2.52,0.548,238.66,10.8,0.0,18.0,0.0
0.346,0.098,244.45,1.4,0.0,0.0,0.0
0.242,0.0,247.73,1.2,0.0,0.0,0.0
1.14,0.23,236.17,5.0,0.0,1.0,1.0
0.182,0.16,243.66,1.0,0.0,0.0,1.0
1.358,0.114,241.54,5.6,0.0,0.0,19.0
0.196,0.13,239.73,1.0,0.0,0.0,0.0
2.19,0.27,238.87,9.2,1.0,0.0,17.0
0.114,0.0,241.22,0.4,0.0,0.0,0.0
2.972,0.198,238.38,12.4,0.0,37.0,1.0
0.268,0.136,243.73,1.2,0.0,0.0,1.0
1.022,0.046,242.39,4.2,0.0,0.0,1.0
1.416,0.124,239.02,5.8,0.0,0.0,17.0
0.382,0.06,245.62,1.8,0.0,0.0,0.0
0.368,0.092,241.96,1.6,0.0,0.0,1.0
0.318,0.058,242.3,1.2,0.0,0.0,0.0
2.856,0.0,242.0,12.6,26.0,1.0,0.0
4.286,0.0,236.57,18.0,38.0,0.0,18.0
0.202,0.12,236.95,1.0,0.0,0.0,0.0
1.538,0.064,240.52,6.4,0.0,0.0,19.0
1.84,0.204,239.45,7.8,0.0,0.0,17.0
1.432,0.28,239.46,6.0,0.0,2.0,1.0
2.64,0.064,231.68,11.4,0.0,0.0,0.0
1.838,0.144,244.57,7.4,0.0,0.0,19.0
0.306,0.106,245.13,1.2,0.0,1.0,0.0
0.262,0.0,244.93,1.0,0.0,0.0,1.0
0.262,0.0,243.44,1.0,0.0,0.0,0.0
1.754,0.346,239.96,7.4,0.0,0.0,19.0
1.402,0.252,234.25,6.0,1.0,0.0,17.0
0.248,0.0,238.7,1.2,0.0,0.0,1.0
1.658,0.062,241.34,6.8,1.0,1.0,19.0
0.206,0.0,242.55,0.8,0.0,0.0,0.0
0.392,0.054,236.57,1.8,0.0,0.0,0.0
0.294,0.126,239.73,1.4,0.0,0.0,1.0
1.294,0.092,239.67,5.4,0.0,1.0,18.0
0.158,0.0,240.57,0.6,0.0,0.0,0.0
0.604,0.218,239.94,2.6,0.0,0.0,0.0
0.746,0.222,238.14,3.2,0.0,0.0,10.0
2.124,0.238,241.48,8.8,0.0,0.0,18.0
0.46,0.138,243.85,2.0,0.0,0.0,0.0
0.22,0.15,233.83,1.0,0.0,0.0,0.0
0.436,0.122,241.3,2.0,0.0,0.0,1.0
1.29,0.0,240.66,5.2,0.0,0.0,18.0
2.87,0.374,236.61,12.2,37.0,0.0,2.0
0.348,0.122,245.17,1.6,0.0,1.0,0.0
0.174,0.082,233.39,0.8,0.0,0.0,0.0
0.362,0.0,239.2,1.8,0.0,0.0,0.0
0.656,0.196,238.27,2.8,0.0,0.0,0.0
1.7,0.488,243.95,7.6,0.0,0.0,0.0
2.166,0.274,242.04,9.0,0.0,0.0,0.0
0.476,0.194,242.73,2.2,0.0,0.0,0.0
2.788,0.046,236.46,11.8,0.0,0.0,17.0
0.232,0.0,241.51,1.0,0.0,0.0,0.0
1.352,0.056,242.47,5.6,0.0,0.0,18.0
0.38,0.066,248.18,1.6,0.0,0.0,0.0
0.576,0.128,241.65,2.4,0.0,0.0,1.0
1.762,0.084,241.71,7.2,0.0,1.0,18.0
1.712,0.278,239.59,7.2,0.0,2.0,18.0
0.472,0.326,244.2,2.2,0.0,1.0,0.0
0.414,0.228,245.2,1.8,0.0,2.0,1.0
3.736,0.0,242.49,15.4,0.0,0.0,0.0
0.42,0.116,241.77,1.8,0.0,0.0,1.0
0.342,0.084,245.03,1.4,0.0,0.0,1.0
3.368,0.0,235.14,14.4,0.0,0.0,18.0
2.07,0.122,238.7,8.6,0.0,0.0,0.0
0.29,0.086,241.71,1.2,0.0,0.0,0.0
0.314,0.0,241.76,1.4,0.0,0.0,0.0
1.364,0.0,241.68,5.6,0.0,0.0,18.0
1.376,0.0,245.61,5.6,0.0,0.0,18.0
0.422,0.066,240.11,2.0,0.0,0.0,0.0
0.348,0.22,241.84,1.6,0.0,0.0,1.0
0.268,0.212,233.96,1.4,0.0,0.0,0.0
0.236,0.124,240.83,1.0,0.0,0.0,0.0
2.494,0.132,239.74,10.4,0.0,2.0,18.0
1.458,0.062,240.93,6.0,0.0,0.0,18.0
0.326,0.0,245.99,1.4,0.0,0.0,0.0
0.212,0.086,235.45,1.0,0.0,0.0,0.0
0.164,0.0,243.23,0.6,0.0,0.0,1.0
0.504,0.128,245.52,2.2,0.0,0.0,0.0
0.21,0.092,234.53,1.0,0.0,0.0,0.0
0.282,0.232,244.58,1.4,0.0,2.0,0.0
2.762,0.0,238.81,11.4,0.0,0.0,18.0
1.758,0.194,232.11,7.6,0.0,0.0,16.0
1.408,0.084,241.6,5.8,0.0,1.0,19.0
0.532,0.074,244.18,2.2,0.0,0.0,0.0
1.716,0.236,241.15,8.6,1.0,24.0,0.0
1.416,0.198,238.89,6.0,0.0,0.0,19.0
0.38,0.112,243.15,1.6,0.0,0.0,1.0
0.888,0.064,236.63,3.8,0.0,0.0,1.0
1.624,0.0,237.76,6.8,1.0,0.0,17.0
3.398,0.384,230.93,15.2,1.0,1.0,16.0
0.194,0.152,241.41,1.0,0.0,0.0,1.0
0.428,0.0,239.85,1.8,0.0,0.0,0.0
1.456,0.172,238.78,6.0,0.0,1.0,18.0
5.608,0.254,226.11,24.8,35.0,34.0,16.0
2.528,0.0,232.06,10.8,37.0,0.0,0.0
0.392,0.106,243.04,1.6,0.0,2.0,1.0
0.2,0.1,239.54,1.0,0.0,0.0,0.0
1.378,0.186,238.58,5.8,0.0,0.0,18.0
1.628,0.654,240.78,7.2,0.0,2.0,0.0
0.112,0.0,236.96,0.6,0.0,0.0,0.0
1.538,0.21,245.41,6.2,0.0,1.0,19.0
0.512,0.104,243.31,2.0,0.0,1.0,1.0
0.434,0.212,244.29,2.0,0.0,2.0,0.0
0.3,0.078,243.24,1.4,0.0,0.0,0.0
0.438,0.2,240.75,2.0,0.0,0.0,1.0
1.48,0.066,239.72,6.2,0.0,0.0,17.0
3.318,0.418,237.47,14.0,0.0,0.0,29.0
0.316,0.098,244.05,1.4,0.0,2.0,0.0
2.68,0.156,241.57,11.0,1.0,17.0,18.0
1.68,0.0,237.73,7.0,0.0,0.0,18.0
1.848,0.078,241.47,7.6,0.0,0.0,17.0
2.776,0.0,236.6,11.6,0.0,0.0,17.0
0.158,0.0,239.26,0.6,0.0,0.0,0.0
0.254,0.098,241.29,1.0,0.0,0.0,0.0
0.494,0.332,241.22,2.4,0.0,1.0,0.0
1.068,0.104,240.83,4.4,0.0,2.0,1.0
0.238,0.0,246.27,1.0,0.0,0.0,0.0
1.26,0.09,241.26,5.2,0.0,0.0,1.0
2.782,0.256,242.05,11.4,0.0,39.0,0.0
0.19,0.11,239.11,0.8,0.0,1.0,0.0
0.274,0.114,242.88,1.2,0.0,0.0,1.0
2.978,0.14,242.31,12.2,0.0,0.0,19.0
0.418,0.218,248.8,1.8,0.0,0.0,0.0
0.302,0.122,249.36,1.2,0.0,0.0,0.0
0.364,0.096,240.33,1.6,0.0,0.0,0.0
0.534,0.0,240.01,2.2,0.0,0.0,1.0
2.108,0.166,231.2,9.0,0.0,0.0,16.0
0.758,0.056,241.59,3.8,0.0,1.0,0.0
1.54,0.232,242.57,6.4,0.0,0.0,19.0
0.41,0.24,250.18,1.8,0.0,0.0,0.0
0.972,0.154,243.15,5.8,10.0,0.0,1.0
0.306,0.094,241.53,1.2,0.0,0.0,0.0
0.522,0.05,239.35,2.2,0.0,0.0,0.0
0.464,0.114,245.59,2.2,0.0,0.0,0.0
1.514,0.07,239.87,6.2,0.0,0.0,17.0
2.016,0.156,238.08,8.6,0.0,0.0,18.0
2.444,0.202,236.11,10.4,1.0,0.0,18.0
0.538,0.234,245.02,2.6,0.0,2.0,0.0
1.588,0.072,239.76,6.6,0.0,0.0,18.0
1.022,0.0,246.21,4.4,0.0,0.0,0.0
0.348,0.228,239.1,1.6,0.0,0.0,0.0
0.452,0.158,241.34,2.0,0.0,0.0,1.0
1.018,0.072,238.88,4.2,0.0,0.0,1.0
0.886,0.356,244.94,3.8,0.0,1.0,1.0
0.314,0.238,241.7,1.6,0.0,2.0,0.0
0.338,0.12,244.93,1.4,0.0,0.0,1.0
0.408,0.136,243.42,1.8,0.0,1.0,1.0
0.228,0.0,242.47,1.0,0.0,0.0,0.0
1.66,0.048,241.15,6.8,0.0,0.0,0.0
0.306,0.046,239.31,1.2,0.0,1.0,1.0
1.902,0.308,241.86,7.8,0.0,1.0,18.0
0.234,0.13,239.83,1.0,0.0,0.0,1.0
1.434,0.082,243.06,5.8,0.0,0.0,19.0
0.308,0.06,242.9,1.2,0.0,0.0,0.0
0.358,0.12,242.66,1.8,0.0,0.0,1.0
1.362,0.0,238.64,5.6,0.0,0.0,18.0
3.08,0.05,238.14,12.8,0.0,0.0,18.0
